"ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","YEAR","ESTU_DEPTO_RESIDE","ESTU_MCPIO_RESIDE","FAMI_ESTRATOVIVIENDA","COLE_BILINGUE","COLE_CARACTER","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","ESTU_INSE_INDIVIDUAL","ESTU_NSE_INDIVIDUAL"
"M",2004-12-03,20214,"2021","CUNDINAMARCA","VILLETA","Estrato 2","N","TÉCNICO/ACADÉMICO",64,65,63,58,61,312,3,3,3,3,"A2",58.9684521280331,3
"F",2004-10-11,20224,"2022","CALDAS","MANIZALES","Estrato 2","N","TÉCNICO",59,52,58,56,61,283,3,3,3,3,"A2",51.586515214497,3
"F",2001-11-03,20204,"2020","ANTIOQUIA","ITAGÜÍ","Estrato 2","N","TÉCNICO/ACADÉMICO",49,40,34,48,42,213,2,2,2,1,"A-",47.1409568036437,2
"F",2007-01-06,20234,"2023","ANTIOQUIA","REMEDIOS","Estrato 2","N","NO APLICA",38,36,32,33,32,173,2,2,1,1,"A-",32.1968463857916,1
"F",2006-12-16,20234,"2023","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",47,46,37,47,45,222,2,2,2,1,"A-",33.4793341442166,1
"M",2002-09-18,20204,"2020","VALLE","CALI","Estrato 3","N","TÉCNICO/ACADÉMICO",60,60,51,57,52,283,3,3,3,2,"A1",60.6387367704177,3
"M",2004-08-26,20234,"2023","NARIÑO","SAN ANDRÉS DE TUMACO","Estrato 5","N","ACADÉMICO",45,48,41,39,34,213,2,2,1,2,"A-",47.9779257071686,2
"M",1999-12-27,20204,"2020","CORDOBA","AYAPEL","Estrato 1","N","NO APLICA",46,38,44,42,42,212,2,2,2,2,"A-",30.0173033279701,1
"M",2003-11-26,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",46,55,54,51,49,257,2,3,2,2,"A1",52.3326978145202,3
"F",2004-06-06,20214,"2021","HUILA","PITALITO","Estrato 3","N","TÉCNICO/ACADÉMICO",64,66,64,55,73,315,3,3,2,3,"B1",56.2976696706727,3
"M",2005-09-06,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 4","N","ACADÉMICO",61,70,57,60,58,308,3,3,3,3,"A2",61.7282799390718,3
"F",1985-02-18,20224,"2022","NARIÑO","LA UNIÓN","Estrato 1","N","NO APLICA",42,28,37,32,43,177,2,1,1,1,"A-",34.7452240996733,1
"F",2005-06-15,20234,"2023","CUNDINAMARCA","TOCANCIPÁ","Estrato 3","N","TÉCNICO/ACADÉMICO",57,52,50,52,50,263,3,3,2,2,"A1",53.3752644320257,3
"M",2004-08-17,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",65,76,61,60,84,335,3,4,3,3,"B+",62.6315363834991,3
"F",2003-11-13,20224,"2022","VALLE","CALI","Estrato 3","N","TÉCNICO/ACADÉMICO",57,54,58,57,49,280,3,3,3,3,"A1",56.603454516057,3
"F",2000-01-23,20224,"2022","ANTIOQUIA","SEGOVIA","Estrato 1","N","ACADÉMICO",35,29,34,40,32,172,1,1,1,1,"A-",48.993923943728,2
"F",2003-01-11,20224,"2022","BOLIVAR","CARTAGENA DE INDIAS","Estrato 3","N","TÉCNICO/ACADÉMICO",44,42,36,34,47,198,2,2,1,1,"A-",53.6250498617441,3
"F",2006-05-21,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 2","N","ACADÉMICO",52,47,39,43,39,224,3,2,2,1,"A-",58.857021419269,3
"M",2006-06-28,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",62,63,50,59,55,291,3,3,3,2,"A1",50.2128046143037,2
"M",2006-06-11,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 1","N","TÉCNICO/ACADÉMICO",46,35,51,43,49,221,2,1,2,2,"A1",50.5641076538064,2
"F",2007-10-19,20234,"2023","ATLANTICO","SOLEDAD","Estrato 2","N","NO APLICA",38,32,36,33,40,176,2,1,1,1,"A-",43.9216408727108,2
"M",2002-05-19,20204,"2020","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",60,54,52,61,47,280,3,3,3,2,"A-",57.2052952869234,3
"M",2004-12-25,20214,"2021","CASANARE","AGUAZUL","Estrato 3","N","TÉCNICO/ACADÉMICO",44,36,32,39,35,188,2,2,1,1,"A-",49.2192607125166,2
"F",2007-01-24,20234,"2023","CORDOBA","LORICA","Estrato 4","N","ACADÉMICO",51,41,30,43,43,207,3,2,2,1,"A-",50.4709760375559,2
"F",2008-07-16,20234,"2023","SUCRE","SAMPUÉS","Estrato 2","N","TÉCNICO",39,52,40,51,47,228,2,3,2,1,"A-",47.5083152194207,2
"F",2004-04-11,20224,"2022","BOLIVAR","MOMPÓS","Estrato 2","N","TÉCNICO",45,30,36,37,41,187,2,1,1,1,"A-",42.0376931638452,2
"M",2003-02-26,20204,"2020","ATLANTICO","BARRANQUILLA","Estrato 1","N","NO APLICA",43,57,42,40,46,228,2,3,1,2,"A-",45.0014008316426,2
"M",2003-12-12,20214,"2021","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",57,51,40,51,36,243,3,3,2,1,"A-",35.8816210016736,1
"F",2005-04-11,20224,"2022","SANTANDER","LEBRIJA","Estrato 2","N","TÉCNICO/ACADÉMICO",53,41,43,45,52,230,3,2,2,2,"A1",45.3452513051883,2
"M",2006-01-18,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",55,53,48,53,53,262,3,3,2,2,"A1",53.4956001077458,3
"M",2002-12-06,20204,"2020","NORTE SANTANDER","CÚCUTA","Estrato 2","N","ACADÉMICO",58,57,39,63,48,269,3,3,3,1,"A1",43.9275263652541,2
"F",2003-10-13,20224,"2022","ARAUCA","TAME","Sin Estrato","N","TÉCNICO",44,41,42,52,42,223,2,2,2,2,"A-",44.6827094175806,2
"M",2003-09-01,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",56,44,37,40,36,218,3,2,1,1,"A-",48.0296404351825,2
"F",2004-07-19,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",54,50,50,51,50,256,3,2,2,2,"A1",62.9360743632802,3
"F",2004-08-01,20214,"2021","TOLIMA","PALOCABILDO","Estrato 1","N","ACADÉMICO",36,47,31,40,38,192,2,2,1,1,"A-",47.0350534906529,2
"M",2005-12-26,20234,"2023","VALLE","CALI","Estrato 3","N","ACADÉMICO",42,54,46,44,51,234,2,3,2,2,"A1",47.1196224313405,2
"M",2002-02-09,20204,"2020","ANTIOQUIA","ITAGÜÍ","Estrato 2","N","ACADÉMICO",60,58,58,39,41,264,3,3,1,3,"A-",40.5375785315773,1
"M",2004-06-21,20214,"2021","TOLIMA","FLANDES","Estrato 3","N","ACADÉMICO",63,68,67,63,72,329,3,3,3,3,"B1",55.8434657836509,3
"F",2004-05-26,20214,"2021","ANTIOQUIA","ENVIGADO","Estrato 3","N","ACADÉMICO",73,61,63,60,67,322,4,3,3,3,"A2",65.4268365849277,4
"M",2006-07-21,20234,"2023","BOYACA","DUITAMA","Estrato 2","N","ACADÉMICO",59,33,60,42,48,242,3,1,2,3,"A1",49.847868866529,2
"F",2003-09-05,20204,"2020","CALDAS","SAN JOSÉ","Estrato 2","N","ACADÉMICO",47,32,42,35,32,192,2,1,1,2,"A-",50.4014033795008,2
"M",2006-06-23,20234,"2023","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","ACADÉMICO",63,63,58,58,43,296,3,3,3,3,"A-",50.5899374469965,2
"F",2006-01-19,20224,"2022","ANTIOQUIA","BELLO","Estrato 3","N","ACADÉMICO",58,51,51,53,56,267,3,3,2,2,"A1",50.1073217874567,2
"M",2003-04-10,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",46,63,53,58,68,280,2,3,3,2,"B1",62.9913002002767,3
"F",2006-07-15,20224,"2022","CHOCO","ISTMINA","Sin Estrato","N","TÉCNICO/ACADÉMICO",44,36,35,34,38,187,2,2,1,1,"A-",43.240589475856,2
"F",2005-11-13,20224,"2022","SUCRE","SINCELEJO","Estrato 1","N","ACADÉMICO",32,34,38,35,31,172,1,1,1,1,"A-",35.8695155128163,1
"F",2004-03-07,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 5","N","ACADÉMICO",65,60,65,60,73,317,3,3,3,3,"B1",70.9148501048925,4
"M",2004-12-07,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",63,62,60,56,50,297,3,3,3,3,"A1",52.0617988442335,3
"M",2005-08-14,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",55,69,44,60,52,283,3,3,3,2,"A1",65.8719377603245,4
"F",2004-02-24,20214,"2021","VALLE","CALI","Sin Estrato","N","TÉCNICO",61,50,49,56,60,272,3,2,3,2,"A2",NA,NA
"M",2001-08-05,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",43,53,42,50,51,237,2,3,2,2,"A1",67.3435556103145,4
"M",2003-08-13,20214,"2021","ATLANTICO","SOLEDAD","Estrato 2","N","TÉCNICO",67,52,66,64,64,312,4,3,3,3,"A2",43.994548582598,2
"F",2003-12-05,20204,"2020","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",50,36,36,50,47,217,2,2,2,1,"A-",40.1568482740605,1
"M",2004-08-22,20214,"2021","CESAR","AGUACHICA","Estrato 1","N","TÉCNICO/ACADÉMICO",47,54,34,48,34,224,2,3,2,1,"A-",47.7888569557804,2
"F",2007-02-26,20234,"2023","MAGDALENA","SANTA MARTA","Estrato 4","N","ACADÉMICO",73,63,69,59,80,335,4,3,3,3,"B+",64.8711131721511,4
"M",2005-09-20,20224,"2022","ATLANTICO","BARRANQUILLA","Estrato 1","N","TÉCNICO",57,56,52,62,56,283,3,3,3,2,"A1",49.1134916062795,2
"F",2006-08-29,20234,"2023","BOLIVAR","CARTAGENA DE INDIAS","Estrato 3","N","ACADÉMICO",63,23,45,42,49,218,3,1,2,2,"A1",53.6569920623218,3
"F",2005-12-19,20224,"2022","VALLE","TULUÁ","Estrato 1","N","TÉCNICO/ACADÉMICO",63,37,46,38,56,234,3,2,1,2,"A1",45.1076189227764,2
"M",2004-12-01,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",52,43,38,46,43,223,3,2,2,1,"A-",54.6080801524166,3
"F",2007-01-18,20234,"2023","ATLANTICO","SOLEDAD","Estrato 2","N","TÉCNICO/ACADÉMICO",70,68,74,67,72,350,4,3,3,4,"B1",56.9789877279724,3
"M",2004-03-26,20204,"2020","ANTIOQUIA","NECOCLÍ","Estrato 1","N","ACADÉMICO",38,40,30,30,34,172,2,2,1,1,"A-",44.7939819712402,2
"F",2005-05-06,20214,"2021","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",74,78,72,78,59,371,4,4,4,4,"A2",60.9731505725313,3
"F",2002-10-02,20204,"2020","SANTANDER","SABANA DE TORRES","Estrato 1","N","ACADÉMICO",72,69,69,68,62,345,4,3,3,3,"A2",39.2634769919603,1
"F",2006-07-22,20234,"2023","VALLE","CAICEDONIA","Estrato 2","N","TÉCNICO/ACADÉMICO",48,41,47,45,33,222,2,2,2,2,"A-",43.7616178116879,2
"M",2004-12-21,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",68,69,81,63,76,353,4,3,3,4,"B1",66.1950199431563,4
"M",2004-06-08,20214,"2021","NORTE SANTANDER","CÚCUTA","Estrato 4","N","TÉCNICO/ACADÉMICO",50,47,46,34,30,216,2,2,1,2,"A-",44.8425046065402,2
"M",2004-12-13,20224,"2022","ATLANTICO","MANATÍ","Estrato 1","N","TÉCNICO",41,43,38,42,37,203,2,2,2,1,"A-",48.5285062735651,2
"M",2004-04-01,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 4","N","TÉCNICO/ACADÉMICO",61,47,56,42,54,258,3,2,2,3,"A1",52.6403069020107,3
"F",2006-03-27,20224,"2022","CUNDINAMARCA","MADRID","Estrato 2","N","ACADÉMICO",66,65,58,58,59,308,4,3,3,3,"A2",52.6073500371962,3
"M",2006-04-01,20224,"2022","LA GUAJIRA","MAICAO","Estrato 1","N","ACADÉMICO",61,54,52,51,52,272,3,3,2,2,"A1",41.04809068135,1
"F",2007-09-14,20234,"2023","MAGDALENA","SANTA MARTA","Estrato 3","N","ACADÉMICO",49,42,40,48,45,224,2,2,2,1,"A-",59.3574103823159,3
"F",2004-09-10,20214,"2021","VALLE","BUENAVENTURA","Estrato 1","N","TÉCNICO",49,39,42,41,34,210,2,2,2,2,"A-",44.5481007665898,2
"M",2005-08-05,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",76,100,67,78,100,409,4,4,4,3,"B+",56.658166972082,3
"F",2006-08-20,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",66,53,46,55,55,275,4,3,2,2,"A1",46.8212613166702,2
"M",2002-04-02,20204,"2020","NARIÑO","POLICARPA","Estrato 6","N","ACADÉMICO",62,42,53,53,41,258,3,2,2,2,"A-",30.9184373107733,1
"M",2000-11-24,20204,"2020","BOLIVAR","ACHÍ","Estrato 1","N","TÉCNICO",35,42,36,35,40,186,1,2,1,1,"A-",31.4504706852866,1
"F",2003-05-21,20224,"2022","CAUCA","INZÁ","Estrato 1","N","TÉCNICO",62,52,48,48,50,262,3,3,2,2,"A1",42.0421873444004,2
"F",2005-09-19,20224,"2022","TOLIMA","IBAGUÉ","Estrato 2","N","TÉCNICO/ACADÉMICO",53,38,31,50,54,219,3,2,2,1,"A1",57.5486483549971,3
"M",2005-04-12,20214,"2021","VALLE","CALI","Estrato 3","N","TÉCNICO/ACADÉMICO",56,60,55,60,58,289,3,3,3,2,"A2",66.0374496653836,4
"M",2003-12-21,20204,"2020","ANTIOQUIA","YARUMAL","Estrato 3","N","TÉCNICO/ACADÉMICO",68,66,64,63,71,328,4,3,3,3,"B1",46.4838857469924,2
"F",2002-12-11,20204,"2020","CUNDINAMARCA","GIRARDOT","Estrato 3","N","ACADÉMICO",40,52,40,44,50,222,2,3,2,1,"A1",51.9406762183994,3
"M",2004-06-07,20234,"2023","CUNDINAMARCA","PACHO","Estrato 1","N","TÉCNICO/ACADÉMICO",72,62,66,61,55,322,4,3,3,3,"A1",31.8430049527392,1
"F",2005-11-19,20224,"2022","ANTIOQUIA","APARTADÓ","Estrato 1","N","ACADÉMICO",41,52,28,38,35,197,2,3,1,1,"A-",50.9229380086479,2
"F",2002-05-23,20204,"2020","VALLE","TULUÁ","Estrato 2","N","TÉCNICO",41,28,46,37,45,193,2,1,1,2,"A-",46.4564458811106,2
"M",2003-07-01,20204,"2020","META","ACACÍAS","Estrato 2","N","TÉCNICO/ACADÉMICO",55,59,57,59,44,282,3,3,3,3,"A-",54.1853934151455,3
"F",2005-03-05,20231,"2023","MAGDALENA","SANTA MARTA","Estrato 6","N","ACADÉMICO",62,62,54,57,83,303,3,3,3,2,"B+",62.2722298075648,3
"F",2003-08-01,20204,"2020","CUNDINAMARCA","MADRID","Estrato 2","N","ACADÉMICO",68,48,79,65,54,321,4,2,3,4,"A1",58.5632443245595,3
"M",2006-02-06,20234,"2023","SUCRE","COVEÑAS","Sin Estrato","N","ACADÉMICO",65,65,44,55,40,280,3,3,2,2,"A-",50.2966501949166,2
"F",2001-11-17,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",65,53,44,49,44,260,3,3,2,2,"A-",59.2222829462585,3
"F",2004-04-22,20214,"2021","HUILA","TESALIA","Estrato 3","N","TÉCNICO/ACADÉMICO",29,36,29,39,41,169,1,2,1,1,"A-",46.7491416323913,2
"M",2006-07-13,20234,"2023","MAGDALENA","SANTA MARTA","Estrato 1","N","TÉCNICO/ACADÉMICO",47,32,37,33,38,187,2,1,1,1,"A-",42.2142794823747,2
"M",2006-12-12,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",73,79,74,65,74,364,4,4,3,4,"B1",63.4964073527568,3
"M",2006-03-03,20224,"2022","ANTIOQUIA","ITAGÜÍ","Estrato 3","N","TÉCNICO/ACADÉMICO",63,56,58,53,53,286,3,3,2,3,"A1",55.7979964339322,3
"M",2007-01-05,20234,"2023","NARIÑO","SANTA BÁRBARA","Estrato 1","N","ACADÉMICO",48,51,35,51,56,235,2,3,2,1,"A1",44.818159921186,2
"F",2006-01-18,20234,"2023","CUNDINAMARCA","SOACHA","Estrato 1","N","ACADÉMICO",54,52,45,43,56,245,3,3,2,2,"A1",52.3301553187703,3
"F",1997-06-07,20224,"2022","MAGDALENA","SANTA MARTA","Estrato 1","N","ACADÉMICO",43,28,30,38,50,180,2,1,1,1,"A1",34.830202092682,1
"F",2007-01-05,20234,"2023","CORDOBA","SAN CARLOS","Sin Estrato","N","ACADÉMICO",45,40,43,41,35,208,2,2,2,2,"A-",43.4709753864523,2
"F",2003-10-23,20214,"2021","CASANARE","PORE","Estrato 1","N","TÉCNICO",48,59,60,56,48,276,2,3,3,3,"A1",40.1712374888296,1
"M",2003-12-14,20204,"2020","CAUCA","CALDONO","Sin Estrato","S","TÉCNICO/ACADÉMICO",42,30,30,32,32,167,2,1,1,1,"A-",47.6957498615813,2
"F",2005-04-09,20214,"2021","HUILA","SALADOBLANCO","Estrato 3","N","ACADÉMICO",40,39,29,39,43,186,2,2,1,1,"A-",46.3398726508831,2
"F",2006-01-25,20224,"2022","VALLE","PALMIRA","Estrato 3","N","TÉCNICO",44,48,48,38,47,223,2,2,1,2,"A-",52.3362611279851,3
"M",2004-01-30,20204,"2020","ANTIOQUIA","BELLO","Estrato 3","N","TÉCNICO/ACADÉMICO",66,70,67,76,77,352,4,3,4,3,"B1",58.6282852991328,3
"F",2003-05-12,20204,"2020","ANTIOQUIA","MEDELLÍN","Estrato 1","N","ACADÉMICO",56,59,54,54,53,278,3,3,2,2,"A1",46.5959673592399,2
"M",2006-05-05,20234,"2023","CUNDINAMARCA","UNE","Estrato 3","N","ACADÉMICO",42,51,38,42,42,216,2,3,2,1,"A-",44.5347031647406,2
"M",2005-01-05,20214,"2021","MAGDALENA","SANTA MARTA","Estrato 4","N","TÉCNICO/ACADÉMICO",63,43,51,39,72,254,3,2,1,2,"B1",63.4227786421148,3
"M",2003-01-10,20224,"2022","SUCRE","SINCELEJO","Estrato 1","N","ACADÉMICO",35,33,35,35,39,174,1,1,1,1,"A-",47.3036822997641,2
"F",2006-07-05,20224,"2022","BOYACA","PAIPA","Estrato 2","N","ACADÉMICO",55,54,56,58,50,277,3,3,3,3,"A1",37.0056061854437,1
"M",2006-03-23,20224,"2022","ATLANTICO","REPELÓN","Estrato 1","N","ACADÉMICO",52,54,55,48,50,260,3,3,2,2,"A1",43.2870471291442,2
"F",2006-10-29,20234,"2023","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",53,48,37,51,61,242,3,2,2,1,"A2",38.1775989460886,1
"F",2004-03-24,20224,"2022","MAGDALENA","FUNDACIÓN","Estrato 3","N","TÉCNICO/ACADÉMICO",42,38,40,37,31,193,2,2,1,1,"A-",36.8794837266562,1
"F",2003-05-01,20214,"2021","CALDAS","MANIZALES","Estrato 2","N","ACADÉMICO",59,62,53,51,67,285,3,3,2,2,"A2",48.5635889650244,2
"F",2003-11-27,20214,"2021","ANTIOQUIA","NECOCLÍ","Estrato 2","N","ACADÉMICO",32,26,34,39,36,165,1,1,1,1,"A-",39.6462135813106,1
"M",2004-09-12,20214,"2021","ANTIOQUIA","SANTA BÁRBARA","Estrato 1","N","NO APLICA",40,43,28,39,47,191,2,2,1,1,"A-",37.7692714202742,1
"M",2002-12-16,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",57,55,38,47,40,243,3,3,2,1,"A-",72.5857055508291,4
"F",2002-03-04,20211,"2021","VALLE","CALI","Estrato 4","S","ACADÉMICO",75,77,73,67,87,370,4,4,3,4,"B+",NA,NA
"M",2003-01-30,20224,"2022","BOLIVAR","SANTA ROSA DEL SUR","Estrato 1","N","TÉCNICO/ACADÉMICO",49,43,43,41,35,217,2,2,2,2,"A-",51.6957444753754,3
"F",2001-11-19,20204,"2020","ANTIOQUIA","BETULIA","Estrato 1","N","TÉCNICO/ACADÉMICO",41,40,46,43,43,213,2,2,2,2,"A-",32.6710008280507,1
"M",2002-04-26,20214,"2021","CUNDINAMARCA","VILLETA","Estrato 1","N","ACADÉMICO",50,50,38,40,39,220,2,2,1,1,"A-",45.0556361380987,2
"F",2004-02-06,20204,"2020","META","VILLAVICENCIO","Estrato 2","N","ACADÉMICO",48,52,49,45,44,241,2,3,2,2,"A-",53.7120785346916,3
"F",2003-11-17,20214,"2021","CUNDINAMARCA","SESQUILÉ","Estrato 2","N","ACADÉMICO",42,49,46,40,42,220,2,2,1,2,"A-",49.3694733237986,2
"F",2007-01-30,20234,"2023","NORTE SANTANDER","DURANIA","Estrato 3","N","TÉCNICO/ACADÉMICO",63,58,55,41,50,270,3,3,2,2,"A1",58.127615981277,3
"M",2004-02-13,20224,"2022","NARIÑO","SAN ANDRÉS DE TUMACO","Estrato 1","N","TÉCNICO/ACADÉMICO",40,25,35,38,30,171,2,1,1,1,"A-",35.1602919075033,1
"F",2005-10-20,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 2","N","TÉCNICO",54,48,48,56,50,257,3,2,3,2,"A1",48.7626331790123,2
"M",2005-04-11,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",64,57,58,55,71,297,3,3,2,3,"B1",64.391836993381,4
"F",2005-09-09,20224,"2022","RISARALDA","DOSQUEBRADAS","Estrato 2","N","TÉCNICO/ACADÉMICO",64,57,57,55,63,293,3,3,2,3,"A2",49.4062284177902,2
"M",2005-09-25,20224,"2022","CALDAS","MANIZALES","Estrato 3","N","ACADÉMICO",67,69,59,71,63,331,4,3,4,3,"A2",68.9013437950432,4
"M",2007-01-29,20234,"2023","SANTANDER","BUCARAMANGA","Estrato 4","N","ACADÉMICO",45,52,43,44,32,225,2,3,2,2,"A-",56.3002938938836,3
"F",2002-03-24,20204,"2020","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",50,39,43,43,40,217,2,2,2,2,"A-",51.7090136367802,3
"M",2005-10-24,20224,"2022","TOLIMA","IBAGUÉ","Estrato 2","N","TÉCNICO/ACADÉMICO",64,63,65,61,62,316,3,3,3,3,"A2",56.7812793673849,3
"M",2005-05-31,20224,"2022","ATLANTICO","BARRANQUILLA","Estrato 3","N","ACADÉMICO",64,40,43,46,74,251,3,2,2,2,"B1",NA,NA
"F",2003-09-03,20204,"2020","HUILA","PAICOL","Estrato 2","N","ACADÉMICO",52,52,59,66,49,283,3,3,3,3,"A1",45.5359669680935,2
"M",2007-08-06,20234,"2023","CUNDINAMARCA","PASCA","Estrato 1","N","TÉCNICO/ACADÉMICO",47,55,38,42,39,225,2,3,2,1,"A-",37.8970397501049,1
"M",2003-02-27,20211,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 6","N","ACADÉMICO",63,61,51,56,78,297,3,3,3,2,"B1",NA,NA
"F",2007-01-12,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Sin Estrato","N","ACADÉMICO",58,66,56,63,64,305,3,3,3,3,"A2",55.6247431003566,3
"M",2005-11-20,20224,"2022","ANTIOQUIA","YARUMAL","Estrato 2","N","TÉCNICO/ACADÉMICO",65,72,68,62,64,333,3,4,3,3,"A2",50.5601709564067,2
"M",2007-08-21,20234,"2023","CESAR","EL COPEY","Estrato 2","N","TÉCNICO",66,63,65,66,75,329,4,3,3,3,"B1",63.746707042181,3
"F",2006-04-27,20234,"2023","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",61,51,62,51,65,285,3,3,2,3,"A2",62.4110674267639,3
"F",2004-09-07,20224,"2022","CUNDINAMARCA","SOACHA","Estrato 3","N","ACADÉMICO",41,50,37,46,51,220,2,2,2,1,"A1",43.9655184052503,2
"M",2003-08-20,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",34,44,30,42,38,188,1,2,2,1,"A-",54.0575536680081,3
"F",2007-05-02,20234,"2023","TOLIMA","LÍBANO","Estrato 3","N","TÉCNICO",40,38,37,28,39,180,2,2,1,1,"A-",50.4983601121135,2
"M",2003-01-27,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",49,51,35,40,34,215,2,3,1,1,"A-",55.8941401008987,3
"F",2007-07-31,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",65,72,70,56,63,328,3,4,3,3,"A2",60.1783256104576,3
"M",2004-02-27,20204,"2020","RISARALDA","PEREIRA","Estrato 2","N","TÉCNICO/ACADÉMICO",56,67,42,60,61,283,3,3,3,2,"A2",46.8280857842805,2
"M",2002-03-27,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",55,54,56,60,57,282,3,3,3,3,"A1",52.2403279984265,3
"M",2004-11-10,20224,"2022","VALLE","CALI","Estrato 1","N","ACADÉMICO",43,43,39,44,58,217,2,2,2,1,"A2",57.4704721519364,3
"F",2004-07-17,20234,"2023","ANTIOQUIA","CAREPA","Sin Estrato","N","ACADÉMICO",40,42,39,43,39,204,2,2,2,1,"A-",37.8854460739583,1
"F",2005-09-05,20234,"2023","MAGDALENA","SABANAS DE SAN ÁNGEL","Estrato 3","N","TÉCNICO/ACADÉMICO",44,52,46,53,42,241,2,3,2,2,"A-",46.3615403252273,2
"F",2001-12-16,20204,"2020","NARIÑO","SAN ANDRÉS DE TUMACO","Estrato 5","N","ACADÉMICO",52,40,33,38,44,205,3,2,1,1,"A-",50.6849248291523,2
"F",2003-07-09,20204,"2020","ANTIOQUIA","SONSÓN","Estrato 1","N","TÉCNICO/ACADÉMICO",50,39,50,55,35,237,2,2,2,2,"A-",45.6402371768736,2
"F",2004-11-21,20214,"2021","CHOCO","BOJAYÁ","Estrato 1","N","ACADÉMICO",40,32,37,39,42,187,2,1,1,1,"A-",43.8231113779196,2
"M",2002-06-01,20201,"2020","","","Sin Estrato","N","NO APLICA",49,55,34,37,51,222,2,3,1,1,"A1",48.5613571686578,2
"F",2006-10-27,20234,"2023","NARIÑO","PASTO","Estrato 2","N","TÉCNICO",52,47,47,42,47,235,3,2,2,2,"A-",52.2468994085891,3
"M",2005-11-03,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","ACADÉMICO",52,54,53,55,45,264,3,3,2,2,"A-",54.5834544159236,3
"M",2004-04-16,20204,"2020","CUNDINAMARCA","LA MESA","Estrato 4","N","NO APLICA",59,53,57,53,57,278,3,3,2,3,"A1",56.0841158193752,3
"M",2004-09-26,20214,"2021","ANTIOQUIA","RIONEGRO","Estrato 3","N","ACADÉMICO",56,53,49,49,54,260,3,3,2,2,"A1",57.7385423194387,3
